ID,author,year,language,temporal_period,n_stanzas,text,text_en
буде нам клапоть двору, мовби віденський парк.
В ночі у роті виблискує місяця зуб,￼
кожного з нас до ранку перетворивши на згарок. 
Жменька теплого попелу, жменька сухих суниць. 
Наші маленькі радощі, наше велике горе.
Засмієшся – і ніби став байдужим і ницим.
Тиснеш руків'я лопати, наче вороже горло –
задихаюся, бо ввижається, що моє.
Глянь, незабудки розквітли на передпліччі.
Грім весняний – так забавляється Габріель
з нашими іменами у формі кличній.
Діти зчорнілого саду, випаленої дороги.
Як це тепер – класти у землю, аби зійшло?
Пити щодня молоко з присмаком крові,
поки вгорі кружляє тінь людолова.
Мостить гнізда на грушах – хоч виріж усі.
Стань до мене обличчям, тихий, немов трава.
Ніч промине. Ми ступимо по холодній росі.
Будемо розкошувати. Будемо виживати.
2015
(з книжки “Чоловіки, жінки і діти”)","We shall dig a dugout, we shall lead a goat,
there shall be for us a patch of yard, as if it were a Viennese park.
In the night, in the mouth doth sparkle the tooth of the moon,
each of us transformed by morning into a cinder.
A handful of warm ash, a handful of dry strawberries.
Our little joys, our great sorrow.
Thou dost laugh – and seemest as if thou hast become indifferent and base.
Thou dost press the handle of the spade, as if it were the throat of an enemy –
I gasp, for it doth seem that it is mine.
Look, forget-me-nots have bloomed upon the forearm.
The spring thunder – thus doth Gabriel amuse himself
with our names in the vocative form.
Children of the blackened orchard, of the burnt road.
How is it now – to lay in the earth, that it may sprout?
To drink each day milk with the taste of blood,
while above doth circle the shadow of the man-eater.
It doth build nests upon the pears – though thou cut down all.
Turn to me with thy face, quiet, as if thou wert grass.
The night shall pass. We shall step upon the cold dew.
We shall revel. We shall survive."
UP703_1,Kateryna Kalytko,2022.0,Ukrainian,post_2022,7,"Вечірня шкільна екскурсія до друкарні:
лоскітний запах фарби й металу,
світло в цехах масне, 
ніби суп на ребрах,
ротаційні машини і лінотип, 
щойно протертий ганчіркою,
подзвін, з яким розсипається 
тіло тексту,
вкрадена матриця у кишені – літера S,
ніби знак нескінченності,
вони ж самі казали, що латинки
майже не використовують. 
Не віриться, але нас і справді 
хотіли навчити такої праці – 
робити вперту свинцеву кирилицю 
продовженням власних пальців,
складати шпальту актуальних новин
у ритмі, не швидшому за серцебиття набірниці.

Все забуваю спитати, чи й тебе 
писати вчили спершу чорнильною ручкою 
у зошитах з каліграфії,
котра з прописних літер давалась тобі найважче,
чи лишав ти на аркушах ляпки, аби потім
вони проступали крізь промокальний папір
силуетами, що наближаються зі снігового поля – 
і спершу незрозуміло, 
чужі прийшли чи свої.

Навички світу, який минає.

На іншій шкільній екскурсії ми побачили,
як влаштовано хлібзавод, і випадково –
як черстві, аж кам'яні буханці перемелюють,
як сухарне борошно досипають до чистого.
Авжеж, дев'яності, нікому не було діла
до космогонії українського тіста,
до нашої кризи довіри.

І тепер, щоранку, коли 
чужі й свої з усього світу 
питають: ""Ну як там? Уже почалося?"" – чую 
непідробну цікавість до репертуару
жайворонків у час,
поки кухар вивчає рецепт пирога, 
у якому їх запікатиме. 
Але на цій землі
жайворонки тільки гніздяться в житах
і співають над ними, злітаючи по спіралі,
не лягають ніколи начинкою 
у тісто чуже, котре не вміє й дихати.
Немає такої традиції.

Пояснити можливо не все.
Коли ж намагаюся – 
складаю рядки по літері, 
як операторка лінотипу.
Розставляю слова як належить – дзеркально. 
Ніби все спочатку –
абетки свинцеве борошно.
Віддрукований аркуш гарячий, як свіжий хліб.
Та щоразу, щоразу лишається біла пляма,
і щоразу, щоразу хтось перепитує,
чорнильно проступаючи силуетом
крізь папір.

Думаю, справа у вкраденій літері.
Думаю, справді в ній.
Але я її загубила.","The evening school excursion to the printing house:
the pungent scent of paint and metal,
the light in the workshops greasy,
even as soup upon ribs,
the rotary machines and linotype,
just wiped with a cloth,
the chime with which the body of text doth scatter,
the stolen matrix in pocket – the letter S,
even as the sign of infinity,
they themselves did say that Latin letters
are hardly used at all.
I cannot believe, but they truly
did wish to teach us such labor –
to make obstinate lead Cyrillic
a continuation of our own fingers,
to compose the column of current news
in a rhythm not swifter than the heartbeat of the typesetter. // I do forget to ask all, dost thou
learned to write first with a fountain pen
in notebooks of calligraphy,
which of the capital letters was hardest for thee,
didst thou leave blots upon the sheets, that later
they did appear through the blotting paper
as silhouettes approaching from the snowy field –
and at first it is unclear,
whether strangers came or thine own. // The skills of a world that doth pass away. // On another school excursion we did see,
how a bread factory is arranged, and by chance –
how stale, even stony loaves are ground,
how the rusks' flour is added to the clean.
Indeed, the nineties, no one cared
for the cosmogony of Ukrainian dough,
for our crisis of trust. // And now, each morn, when
strangers and kin from all the world
do ask: ""How is it? Hast it begun?"" – I hear
a genuine curiosity for the repertoire
of skylarks in time,
while the cook doth study the recipe for pie,
in which he shall bake them.
But on this land
the skylarks only nest in the rye
and sing above them, soaring in spiral,
do not lie ever as filling
in foreign dough, which knoweth not how to breathe.
There is no such tradition. // To explain mayhap not all.
When I do strive –
I do compose lines letter by letter,
as a linotype operator.
I do arrange words as is proper – mirror-like.
Even as all at the beginning –
the lead flour of the alphabet.
The printed sheet is hot, as fresh bread.
Yet each time, each time there remaineth a white spot,
and each time, each time someone doth inquire,
inkily appearing as a silhouette
through the paper. // I do think, the matter is in the stolen letter.
I do think, truly in it.
But I have lost it."
UP776_9,Iryna Shuvalova,2022.0,Ukrainian,post_2022,9,"9. лютий
---------

ми думали перейти цей лютий
як будь-який інший місяць –
хіба коротший

перейти як переходять маленьку річку
день у день 
з каменя на камінь

постояти перейшовши
на зеленому березі весни

натомість ця ріка реве й хапає нас за ноги
така червона пінява слизька
воістину люта

по коліно в мороці
ми похапцем риштуємо плоти
наші підкочені холоші

важніють
наливаються

може перемогою
може смертю

---------","9. February
--------- // We did think to pass this February
As any other month –
Save for its brevity. // To pass as one doth pass a little river
Day by day
From stone to stone. // To stand after having passed
On the green shore of spring. // Instead, this river doth roar and grasp us by the feet
So red, foamy, and slippery
Verily fierce. // Knee-deep in the murk
We do hastily fashion rafts
Our rolled-up trousers. // They grow weighty
They do fill. // Perhaps with victory
Perhaps with death."
UP776_4,Iryna Shuvalova,2022.0,Ukrainian,post_2022,8,"4. дерев‘яні боги
------------------

що ви знали мої дерев‘яні боги
мої хитромудрі золоті лисиці

коли мій літак
залишав під собою
сіре чорне руде
листопадове поле під борисполем
дзеркальні латки осінньої води

що ви бачили
зі своєї запилюженої
книжкової полиці коли я
приносила вам
шишки листочки камінці
дякуючи за

я думала
нову роботу
успішний переїзд
нарешті видану візу
а виявилося

за вечір у якому ніхто не стріляє
за місто в яке не в‘їжджають танки
за те що ця майже-вісімнадцятирічка

не мусить нікого вбивати
не мусить гинути

-------------------------","4. wooden gods
------------------ // What ye knew of mine wooden gods,
Mine cunning golden foxes. // When mine airplane
Did leave beneath itself
The grey black red
November field beneath Boryspil,
The mirror-like patches of autumn water. // What ye saw
From thine dusty
Bookshelf when I
Did bring to thee
Cones leaves stones,
Thanking for // I did think
Of a new job,
A successful move,
At last a issued visa,
And it hath turned out // For an evening in which no one doth shoot,
For a city into which tanks do not enter,
For that this almost eighteen-year-old // Must not kill anyone,
Must not perish. // -------------------------"
UP803_4,Kateryna Kalytko,2022.0,Ukrainian,post_2022,1,"Відбудувати означає довіритись.
Ось несу 
свій камінь, ось кладу
поруч твого. На чому вони триматимуться?
Світ – колоїдний розчин, первісний
бульйон із молекул
між двома етапами творення,
переназивання.
Наші стіни звиваються, рухаються, ніби
зводимо їх на спині великого змія.
Першим відбудувати дім твого сміху, прогрітий, освітлений,
легкість, свободу
підняти одразу цілком, прийняти
всього тебе у себе. І тому я стою,
тримаю щосили рухомі камені,
поки ти пішов 
по наступні.
#скляні_коліна","To rebuild doth mean to trust. Behold, I carry mine own stone, behold, I lay it beside thine. Upon what shall they rest? The world is a colloidal solution, a primordial broth of molecules between two stages of creation, renaming. Our walls do twist and move, as if we raise them upon the back of a great serpent. First, to rebuild the house of thy laughter, warmed, illuminated, to lift lightness and freedom all at once, to embrace all of thee within myself. And thus I stand, holding with all my might the moving stones, whilst thou hast gone for the next."
UP9_2,Oleksandr Irvanets,2014.0,Ukrainian,2014_2021,1,"А все ж таки в Європі, у Європоньці, 
Та трохи краще, ніж сидіти в копанці...","Yet all the same in Europe, in little Europe,  
'Tis somewhat better than to sit in a pit..."
UP909_1,Kateryna Kalytko,2022.0,Ukrainian,post_2022,8,"Нам потім перевинайти слова.
Ще цей кілок у грудях безіменний.
Та поки я лишаюся жива –
вичерпуй чорну силу просто з мене.

Каміння міст. Нічні тіла ракет.
І лють сурмить у кості серед хаосу.
І – смак води. І світло ще таке,
в якому притулявся і всміхався.

І помста вже дозріла до сівби.
Господь із дому виніс дві валізи. 
Любити, бути, вистояти, вбити.

Ми трохи поле. Трохи ближній ліс,
оця земля, з якої все росте,
уперта кров, що з рани зірве пластир
і потече рікою через степ – 
у море впасти.

Ми пам'ять. Але тут, де стоїмо,
нічого не лишається позаду.

Дивися – це любов. Я ще жива.
Це час, де все насправді називається.

Ось укриття в самому серці мови,
в яке ти зáйдеш.

#еней_не_озирається","We must thereafter re-invent words.  Yet this stake in my breast is nameless.  But whilst I remain alive –  exhaust the black strength straight from me. // Stones of cities. Nightly bodies of rockets.  And rage doth trumpet in the bones amidst chaos.  And – the taste of water. And light still so,  in which I did embrace and smile. // And vengeance hath ripened for sowing.  The Lord hath borne forth two suitcases from the house.  To love, to be, to endure, to kill. // We are somewhat field. Somewhat the nearby forest,  this land, from which all doth grow,  stubborn blood that shall tear the plaster from the wound  and flow as a river through the steppe –  to fall into the sea. // We are memory. But here, where we stand,  nothing doth remain behind. // Look – this is love. I am yet alive.  This is the time, where all is truly named. // Behold the shelter in the very heart of language,  into which thou shalt enter. // #eneas_doth_not_look_back"
UP936_1,Oleh Kotsarev,2022.0,Ukrainian,post_2022,4,"ОЧИЩЕННЯ

Кожного березня,
коли вітер
на гілках грає, мов на струнах,
у передмісті
чомусь підпалюють
поля і галявини.

Може, у пам’ять димчасту
про обряди спалювання
фігури зими
чи заради плодючості зайвої,
чи, зрештою, для очищення.
Так і цього разу.

На чорній траві перед лісом,
серед жовтих плантацій пшінки
шматочок лайна лежить,
вигорілий аж до білого
кольору,
а отже –
зовсім-зовсім очищений,
готовий
до нової весни.","Cleansing // Each March, when the wind doth play upon the branches, as upon strings, in the suburb, for some reason they do set fire to the fields and glades. // Mayhap, in the smoky memory of the rites of burning the figures of winter, or for the sake of excessive fertility, or, after all, for cleansing. Thus it is this time. // Upon the black grass before the forest, amidst the yellow plantations of amaranth, a piece of dung doth lie, burnt to white color, and thus – completely cleansed, ready for the new spring."
UP965_1,Maria Galina,2022.0,Ukrainian,post_2022,1,"Коли ми їхали, я взяла трошки  зайвих речей для мірного часу, наприклад шовковий піджак, щоб ходити літом на івенти, та улюблені буси. Книжок не взяла, бо важкеньки. Сподіваюся незважаючи на все,  що намисто ще буде куди надіти, тім  більше це бурштин, веніцийки та баламути
Ось за чим шкодую, забула улюблені джинси","When we did ride, I took a few superfluous things for peaceful times, forsooth a silken jacket, to walk in summer to events, and mine beloved beads. I took not books, for they be heavy. I do hope, despite all, that the necklace shall yet have a place to don, the more so as it be amber, venetians, and balamuts. Herein lies that which I do regret, I did forget mine beloved jeans."
__row_index_3342_1,Ihor Mitrov,2021.0,Ukrainian,2014_2021,2,"коли я виросту
стану провідником пасажирських вагонів
як батьки
уявіть собі
безплатно в потязі кататися
залазити на другу полицю
дивитися у вікно
гризти залізничний цукор
буду їздити в херсон
як мама
або в москву
як тато
уявіть собі
все життя
в потязі кататися
безплатно

2022","When I dost grow up, I shall become a conductor of passenger carriages, as my parents. Imagine thyself, riding for free upon the train, climbing to the second shelf, gazing out the window, gnawing on railway sugar. I shall travel to Kherson, as my mother, or to Moscow, as my father. Imagine thyself, all life long, riding upon the train for free."
__row_index_3381_1,Ihor Mitrov,2019.0,Ukrainian,2014_2021,3,"[жменя кільки]

графоманія це коли ти гуляєш лісовим
і дрон із шипунісом кажуть
мітруша ти ж охуєнний поет
напиши вірш про жменю кільки
а я ж охуєнний поет
я кажу да ок щас
і одразу в голові цілий образний ряд
у якому моє рідне місто
мій рідний дідусь
мій рідний батько
вони працювали на консервному заводі
вони годували кількою весь радянський союз
весь радянський союз жер кільку з керченського консервного заводу
мабуть тому він і розвалився
цей грьобаний радянський союз
мій дідусь помер
батька я не бачив п'ять років
як і рідне місто
а рука ставридкою бздить
ніби з колишньою
помирився

2019","[a handful of sprats] // Graphomania, 'tis when thou dost walk in the forest,
And a drone with a shypunis doth say,
""Mitrusha, thou art an amazing poet;
Write a verse about a handful of sprats.""
And I, an amazing poet,
Say, ""Yea, alright, I shall now.""
And straightaway in mine head, a whole array of images doth form,
In which mine native city,
Mine native grandfather,
Mine native father,
They did work at the cannery,
They did feed sprats to all the Soviet Union.
The whole Soviet Union did consume sprats from the Kerch cannery.
Perhaps that is why it did crumble,
This damned Soviet Union.
Mine grandfather hath passed away,
Mine father I have not seen for five years,
As well as mine native city.
And a hand doth fart like a horse mackerel,
As if reconciled with a former one. // 2019"
__row_index_3409_1,Ihor Mitrov,2018.0,Ukrainian,2014_2021,1,"коли сонце назавжди
сховається в надрах землі 
коли закиплять
востаннє
всі води й
охолонуть навіки
набувши твердої удачі
і заковзають ними
веселі комахи
з людськими очима
і залишать на кризі
слова невідомої мови
тоді я прокинуся
і розчахну всі фіранки
розписна
заморожена
гідрія","When the sun shall forever hide
In the bowels of the earth,
When all waters shall boil
For the last time,
And shall cool forever,
Gaining solid fortune,
And shall slide upon them
Merry insects
With human eyes,
And shall leave upon the ice
Words of an unknown tongue,
Then I shall awaken
And shall fling wide all curtains,
Painted,
Frozen,
Hydria."
__row_index_3428_1,Ihor Mitrov,2017.0,Ukrainian,2014_2021,12,"[касабланка]

у нас із тобою назавжди
залишиться наш париж
ми його були загубили
а минулої ночі знову
відшукали

минулої ночі 
коли твої вулиці 
кисло пахли опалими яблуками 
тепер усі яблука падають 
як солдати на верденському полі 
навіть недостиглі 
навіть зав’язки

лише одне надгризене 
висіло минулої ночі на прозорій гілці 
світило нам наче воля 
з уявленням

ми відповідно дивилися на нього 
воліючи 
і 
уявляючи 
яке воно на смак

ти казала
що воно на смак
як сніг з верхівки ай-петрі

я казав ні
воно смакує
караїмським чебуреком

ти засміялася 
а потім заплакала 
настав холодний осінній 
помірно-континентальний ранок

і якщо вночі 
ти була збуджена 
і пристрасно шепотіла мені на вухо 
українські пестливі слова 
то тепер стала суха 
ніби степовий вітер 
і російськомовна 
наче цинкова труна

цей келих за тебе крихітко 
у нас назавжди залишиться 
наш сімферополь

ти мусиш
сісти на цей корабель

2017","[casablanca] // In us with thee shall remain forever
Our Paris,
We had lost it,
Yet last night once more
We did find it. // Last night,
When thy streets
Did sourly smell of fallen apples,
Now all apples do fall
Like soldiers on Verdun's field,
Even unripe,
Even buds. // Only one gnawed
Did hang last night on a transparent branch,
It did shine for us as if freedom
With imagination. // We did gaze upon it accordingly,
Wishing
And
Imagining
What it might taste like. // Thou didst say
That it doth taste
Like snow from the peak of Ai-Petri. // I did say nay,
It doth taste
Like Karaim cheburek. // Thou didst laugh
And then didst weep,
A cold autumn
Moderately continental morn did arrive. // And if at night
Thou wert excited
And didst passionately whisper in mine ear
Ukrainian tender words,
Then now thou hast become dry
Like the steppe wind
And Russian-speaking
As if a zinc coffin. // This glass to thee, my little one,
Shall remain with us forever,
Our Simferopol. // Thou must
Sit upon this ship. // 2017"
__row_index_3474_1,Ihor Mitrov,2023.0,Ukrainian,post_2022,8,"традиційне. усіх зі святом

ДЕНЬ ПОЕЗІЇ

ми зі знайомим ішли ярославовим валом і курили
із даху накрапала вода й падали шматки криги
мороз покинув цю зиму напризволяще сказав я бо був поетом
тобто може й не був але так називав мене мій знайомий
і ще кілька десятків людей які мене знали

мій знайомий не знав що таке поезія і тим більше верлібр
він просто знав що я поет як знав що на вулиці січень
хоч я про це йому й не казав – ні про січень ні про свої верлібри
мабуть якийсь інший мій знайомий
чи знайома яких у мене набагато більше адже я поет

їм необов’язково читати целяна сильвію плат
бодлера лєрмонтова чи транстремера
(upd: лєрмонтова у принципі читати не треба)
чи шевченка врешті-решт пізнього й раннього
вони й моїх віршів не читали
їм просто достатньо знати що я поет

щоб розповідати про це іншими своїм знайомим
які потім розкажуть своїм а ті своїм і так далі
так поступово всі навколо починають вважати тебе поетом
навіть не читаючи твоїх віршів
адже необов’язково читати пушкіна щоб знати що він поет (upd: як це забути)

ти просто у школі чув про це от і знаєш (upd: бля, як це забути)
мабуть саме так приходить відомість визнання повага слава
мабуть так вона прийшла до лорда байрона й таємного радника фон ґьоте
знайомтеся це джордж поет знайомтеся це йоган поет
поль поет артюр поет артюр поет поль поет дуже приємно

дуже приємно усвідомлювати себе поетом
думав я коли ми зі знайомим ішли ярославовим валом і курили
думав ще про самогубство криги божевілля ожеледі й ще про щось
а також поволі подумав що життя не римується зі смертю
вирішив ну і похуй я все одно пишу верлібри","Traditional. All with the feast. // DAY OF POETRY // We with an acquaintance did walk the Yaroslav's rampart and did smoke.
From the roof did drip water and pieces of ice did fall.
Frost hath left this winter to its own devices, I did say, for I was a poet,
That is to say, mayhap I was not, but thus did my acquaintance call me,
And yet a few score souls who did know me. // My acquaintance did not know what poetry was, and all the more, what free verse was.
He simply knew that I was a poet, as he knew that it was January outside,
Though I did not tell him of this – neither of January nor of my free verses.
Perchance some other acquaintance of mine,
Or acquaintance of whom I have far more, for I am a poet. // They need not necessarily read Celiana, Silvius, Plat,
Bodler, Lermontov, or Transtremere,
(upd: Lermontov in principle need not be read)
Nor Shevchenko, in the end, late and early,
They have not read my verses,
They simply need to know that I am a poet. // To tell of this to others, thy acquaintances,
Who then shall tell their own, and they theirs, and so forth,
Thus gradually all around dost begin to consider thee a poet,
Even without reading thy verses,
For it is not necessary to read Pushkin to know that he is a poet (upd: how could this be forgotten). // Thou simply didst hear of this in school, and thus dost know (upd: damn, how could this be forgotten).
Perchance this is how fame, recognition, respect, and glory dost come,
Perchance thus it did come to Lord Byron and the secret counselor von Goethe.
Meet, this is George, poet; meet, this is Johan, poet;
Paul, poet; Arthur, poet; Arthur, poet; Paul, poet; very pleased. // Very pleasing it is to be aware of oneself as a poet,
I did think, when we with an acquaintance did walk the Yaroslav's rampart and did smoke.
I did think yet upon the suicide of ice, the madness of frost, and yet upon something else,
And also did slowly think that life doth not rhyme with death.
I did resolve, well, to hell with it, I still write free verses."
__row_index_3508_1,Ihor Mitrov,2025.0,Ukrainian,post_2022,3,"г а в а н с ь к и й  ш т у р в а л

за велінням бога-отця від якого маємо всі дари
в ім'я господа нашого Ісуса Христа
за сприяння святого духу що втішає
ми зустрілися нині
      той день запам'ятався всім історичною зустріччю на острові Куба
      папи римського франциска і патріарха московського кіріла
          того дня я запізнився на останній трамвай із Чернігівської на дврз
          і звісно ж не мав грошей на таксі
із радістю ми зустрілися як брати по християнській вірі
щоб говорити устами до уст від серця до серця
обговорити взаємини між церквами
насущні проблеми нашої пастви
і перспективи розвитку людської цивілізації
      вперше після великої схизми 1054 року
      начальник католиків і начальник православних чекістів
      зустрілися на острові Куба покурити один одному сигари
          не лише я запізнився на транспорт тієї ночі
          поруч на зупинці стояла красива жінка за тридцять
          вона була трохи напідпитку й мала розгублений вигляд
          попросила в мене цигарку й запитала де трамвай
зустрівшись далеко від старих суперечок Старого Світу
ми з особливою силою відчуваємо необхідність
спільної праці католиків і православних
      а потім тими самими ротами
      поговорити на весь світ про найважливіше
      про єднання мир і любов
          виявилося що нам із нею в один бік і ми вирішили йти разом
          вона витягла з сумки ледь почату пляшку вина
          і ми неспішно рушили трамвайною колією в бік дврз
усвідомлюючи всі перешкоди що належить подолати

++
гори у пеклі, йобаний чорт","g a v a n s k y y  s h t u r v a l // By the command of God the Father, from whom we all dost receive gifts,
In the name of our Lord Jesus Christ,
By the assistance of the Holy Spirit, who dost comfort,
We have met this day.
That day hath been remembered by all as a historical meeting on the island of Cuba,
Of Pope Francis of Rome and Patriarch Kirill of Moscow.
On that day, I did arrive late for the last tram from Chernihivska to Dvrs,
And of course, I had no coin for a taxi.
With joy, we did meet as brothers in the Christian faith,
To speak mouth to mouth, from heart to heart,
To discuss the relations between the churches,
The pressing problems of our flock,
And the prospects for the development of human civilization.
For the first time since the Great Schism of 1054,
The chief of Catholics and the chief of Orthodox Chekists
Did meet on the island of Cuba to smoke cigars with one another.
Not only did I arrive late for transport that night,
Beside me at the stop stood a beautiful woman over thirty,
She was somewhat tipsy and had a bewildered look,
She did ask me for a cigarette and inquired where the tram was.
Having met far from the old disputes of the Old World,
We with special strength do feel the necessity
Of the joint labor of Catholics and Orthodox,
And then with those very mouths,
To speak to the whole world of the most important matters,
Of unity, peace, and love.
It did turn out that we were going in the same direction, and we did decide to go together.
She did pull from her bag a barely started bottle of wine,
And we did leisurely set forth along the tramway towards Dvrs,
Realizing all the obstacles that we must overcome. // We do hope that our meeting shall become a significant contribution
To the cause of achieving unity for which Christ did pray.
With our unwashed mouths,
About terrorism and the persecution of Christians in the Middle East,
About Syria, Iraq, and North Africa.
Whilst we did walk, she did tell me of her husbands and lovers,
Why she did send them all away and why she did take others,
Who are no better than the previous ones.
Family founded upon marriage –
An act of free and devoted love
Between a man and a woman.
Marriage is a school of love and devotion.
With our filthy mouths,
About the civil conflict and religious schism in Ukraine.
We did drink her wine and smoke my cigarettes,
She did speak and I did listen,
Stealthily gazing upon her face in the dim light of the night’s fires.
We are very sad due to the confrontation in Ukraine,
Which hath taken countless lives and led to the suffering of peaceful inhabitants,
Causing a deep economic and humanitarian crisis in society.
We do call upon all parties of the conflict to prudence.
With our whorish mouths,
About the unprecedented revival
Of the Christian faith in Russia.
When the time did come to bid farewell,
She did invite me to her for sacred sacraments,
But I had long been awaited in another place,
And therefore I was compelled to decline.
Christ,
The source of joy and hope. // Faith in Him doth change the life of a man
And doth fill it with meaning.
That day hath been remembered by all as a historical meeting on the island of Cuba,
Of Pope Francis of Rome and Patriarch Kirill of Moscow.
I do recall a beautiful, experienced woman just over thirty,
Whom I did foolishly dismiss in the midst of Dvrs,
When I was just over twenty,
And then for long did regret it.
Filled with gratitude for the gift of mutual understanding revealed at our meeting,
We do turn with prayer to the Most Holy Mother of God.
By their hypocritical Havana Declaration,
By their interconfessional Havana union,
By their unprecedented Havana helm.
At last, she did suddenly ask me if I be not a poet.
Nay, from whence did this thought arise? I did reply with a smile.
She did silently shrug, took her last sip of wine,
Placed in my hands an empty bottle, and slowly did depart.
I did follow her with mine eyes until she did vanish in the darkness of the yards.
Then I did toss the bottle into the bin and went my own way.
May the blessed Virgin Mary, by her intercession,
Strengthen the brotherhood of all who do honor her,
That in God-appointed time they may be gathered in peace and harmony into one people of God.
May the name of the consubstantial and indivisible Trinity be praised.
For the first time since the Great Schism of 1054,
I did meet her the next day in the supermarket.
She did not recognize me or feigned not to recognize me.
I too did decide not to greet her. // ++
Mountains in hell, damned devil!"
__row_index_3561_1,Olena Boryshpolets,2025.0,Ukrainian,post_2022,6,"Хто з нас залишиться 
повинен розмовляти

про ворога про себе і про себе і про нас
обличчям до землі
до мертвих
куди поділися вони
і ті кого вони лякають насмерть коли счезають

у кого вистачає нині голови
і рук
щоб здійснювати рух
казати правду
знову неможливо
стояти до страху любов’ю
засуджувати кожного і всіх
хто схожий не на тебе 
о, ми ще вдаримо 
один по одному
ще вдаримо

використовувати розум за призначенням
поки пливе кача
хто серед них

Безслів'я вимагає силу тих
хто як поет сміється-плаче
і розповідає
той хто не зник

зникає",Who among us shall remain must speak.
